age,income,credit_score,loan_amount,employment_type,marital_status,education,default
50,111391,709,6010,Salaried,Single,Master,0
34,35581,326,249300,Salaried,Single,Master,1
23,87443,328,135560,Salaried,Single,Master,1
21,49424,570,155933,Salaried,Married,PhD,1
37,108844,800,422341,Self-Employed,Married,Bachelor,0
65,61984,552,260182,Unemployed,Married,Bachelor,1
64,61505,684,145441,Salaried,Single,High School,0
44,132061,359,336537,Salaried,Married,Bachelor,0
32,122478,406,162743,Unemployed,Married,Bachelor,1
23,82699,519,473616,Salaried,Married,Bachelor,1
64,46957,740,69512,Salaried,Single,High School,0
31,45464,845,103026,Unemployed,Single,Master,0
28,134012,395,80656,Self-Employed,Married,Master,1
56,43649,388,221831,Salaried,Divorced,Bachelor,1
26,62065,530,364830,Salaried,Married,Bachelor,1
43,112661,574,180210,Salaried,Single,Master,0
33,54758,545,189492,Salaried,Single,Master,0
22,25596,410,466305,Self-Employed,Single,Bachelor,1
69,36374,533,282633,Salaried,Married,Master,1
27,138686,577,64789,Self-Employed,Married,High School,0
67,23775,776,74925,Salaried,Single,Bachelor,0
20,47388,716,316847,Salaried,Married,High School,1
30,143800,427,485702,Salaried,Married,PhD,1
60,41029,536,81625,Self-Employed,Married,High School,0
66,103981,427,374679,Self-Employed,Single,High School,1
47,73639,693,256518,Salaried,Married,PhD,0
62,134010,774,194300,Salaried,Married,Bachelor,0
23,34645,694,8051,Self-Employed,Divorced,Master,0
34,51105,410,174162,Salaried,Married,High School,0
62,33668,389,33805,Salaried,Single,Bachelor,1
68,147949,579,99978,Salaried,Single,PhD,0
36,35960,632,311701,Salaried,Married,Bachelor,0
59,146519,523,400771,Self-Employed,Married,Master,1
52,31357,400,55241,Salaried,Divorced,PhD,1
63,84604,431,476519,Self-Employed,Married,Master,1
43,122739,312,132838,Self-Employed,Divorced,Bachelor,1
68,71796,756,70994,Unemployed,Married,Bachelor,1
22,35804,740,381149,Salaried,Divorced,High School,1
46,147732,397,283210,Salaried,Married,Bachelor,0
54,135733,419,140793,Salaried,Married,PhD,1
37,34626,592,345126,Salaried,Married,Bachelor,1
66,48132,300,273448,Self-Employed,Divorced,PhD,1
38,27951,549,247941,Self-Employed,Single,Master,1
27,26449,448,47967,Self-Employed,Divorced,PhD,0
22,39065,694,236296,Salaried,Married,PhD,1
53,121503,343,345907,Salaried,Married,Master,0
23,125072,343,307606,Salaried,Divorced,Master,0
43,29130,377,387500,Self-Employed,Divorced,Master,1
21,109360,525,76834,Salaried,Married,Master,0
56,82287,461,378167,Salaried,Single,Master,0
56,126937,552,448371,Salaried,Divorced,Master,1
67,71702,431,122771,Unemployed,Married,Bachelor,1
52,56993,747,80842,Self-Employed,Married,Bachelor,0
18,51875,773,7589,Unemployed,Divorced,Bachelor,1
41,135284,408,392167,Self-Employed,Single,High School,0
53,26054,334,435294,Salaried,Single,Bachelor,1
23,119809,766,236617,Salaried,Married,Master,0
58,127357,574,59918,Salaried,Single,Master,0
63,68517,486,411817,Salaried,Married,High School,1
61,96368,542,12711,Self-Employed,Single,Master,1
48,49670,563,222972,Salaried,Single,PhD,1
37,69112,821,326574,Salaried,Married,Master,0
41,108388,840,199399,Salaried,Married,Master,0
42,109156,386,235314,Salaried,Single,High School,0
53,48307,834,231218,Self-Employed,Single,Bachelor,0
38,133087,509,369749,Salaried,Married,Bachelor,0
47,87087,345,8970,Salaried,Married,High School,0
41,67922,766,263989,Salaried,Divorced,High School,0
61,83080,839,336679,Salaried,Single,PhD,0
59,113348,325,353714,Salaried,Married,Master,0
47,99335,565,126315,Salaried,Single,Bachelor,0
39,46312,474,434392,Self-Employed,Married,Bachelor,1
45,125156,815,379255,Salaried,Divorced,Bachelor,0
24,86985,610,308874,Salaried,Married,High School,1
52,140641,621,480384,Self-Employed,Married,Master,0
45,77608,434,149457,Salaried,Single,High School,0
31,109962,354,128252,Salaried,Divorced,Master,0
27,120963,842,142022,Unemployed,Married,Master,0
33,60277,830,237302,Self-Employed,Married,Master,0
33,51551,455,209583,Self-Employed,Married,Master,1
48,109813,446,451225,Salaried,Single,High School,1
59,76597,784,485066,Salaried,Divorced,Bachelor,0
42,121025,319,421614,Salaried,Single,Master,1
30,144342,568,423493,Salaried,Married,Master,0
23,65212,632,162833,Unemployed,Married,High School,1
61,29637,700,200507,Salaried,Single,Bachelor,0
26,63258,605,68944,Salaried,Single,Bachelor,0
62,55693,327,429749,Unemployed,Married,Bachelor,1
53,29824,766,470718,Self-Employed,Married,Master,0
60,149553,559,112437,Unemployed,Single,Bachelor,1
37,46950,833,131794,Self-Employed,Single,Master,0
35,43488,400,339267,Salaried,Married,High School,1
60,147870,652,290024,Self-Employed,Divorced,Master,0
38,124544,599,468843,Salaried,Divorced,Bachelor,1
21,135200,595,439969,Salaried,Married,High School,0
67,20215,652,494882,Self-Employed,Married,Master,1
50,125603,429,480813,Self-Employed,Single,Bachelor,1
44,31523,455,354973,Self-Employed,Single,Bachelor,1
24,95900,373,137633,Unemployed,Divorced,Master,1
23,88689,641,58205,Self-Employed,Married,PhD,0
32,43834,764,111948,Salaried,Married,Bachelor,0
35,54474,389,326954,Self-Employed,Married,Bachelor,1
49,63066,754,380233,Self-Employed,Divorced,High School,1
28,119871,631,69482,Unemployed,Divorced,PhD,1
37,30400,647,336336,Salaried,Married,Bachelor,1
41,145211,532,92154,Salaried,Single,High School,0
32,30345,401,91066,Self-Employed,Married,Bachelor,1
65,53896,780,223480,Salaried,Single,High School,0
24,105430,513,164402,Salaried,Divorced,Bachelor,1
38,48899,407,414355,Salaried,Married,High School,1
59,126171,464,133514,Salaried,Married,High School,0
43,48229,634,300121,Self-Employed,Married,High School,1
61,137053,385,9983,Salaried,Married,Master,1
31,25583,723,175981,Self-Employed,Single,PhD,1
54,24897,663,200552,Salaried,Divorced,Bachelor,1
38,140406,359,316173,Salaried,Single,Master,1
35,91537,781,157401,Salaried,Married,Master,0
22,129417,549,127668,Self-Employed,Married,Bachelor,1
20,24567,416,172806,Salaried,Single,Bachelor,1
40,94807,844,309981,Self-Employed,Divorced,Master,0
43,149648,343,210426,Self-Employed,Married,Bachelor,0
54,132652,808,212526,Self-Employed,Married,Bachelor,0
41,97239,464,244026,Self-Employed,Married,Bachelor,0
66,33329,667,122512,Salaried,Married,Bachelor,1
36,121045,591,71786,Salaried,Single,Master,0
68,137708,585,271902,Salaried,Married,Master,0
42,91792,503,369811,Salaried,Married,PhD,0
38,20228,823,465915,Self-Employed,Single,Master,0
29,110282,420,113119,Self-Employed,Married,High School,1
58,102214,487,367301,Salaried,Married,Master,0
50,57052,312,87673,Salaried,Married,Master,1
67,77769,499,364783,Unemployed,Single,Master,1
21,66032,755,157904,Salaried,Married,Bachelor,0
59,131694,747,400084,Self-Employed,Single,High School,0
24,108721,370,264111,Salaried,Married,PhD,0
39,53686,429,119869,Salaried,Divorced,Master,1
50,96981,342,448881,Self-Employed,Single,Bachelor,1
34,118802,819,249944,Salaried,Single,High School,0
41,83261,312,440078,Self-Employed,Married,Master,1
51,22809,834,286872,Unemployed,Single,Bachelor,1
45,123265,601,370686,Self-Employed,Single,Bachelor,0
60,61785,826,360709,Self-Employed,Married,Master,0
58,56547,414,438073,Salaried,Married,Master,1
56,62818,759,426399,Self-Employed,Married,High School,0
39,120422,804,486537,Self-Employed,Married,Master,0
66,91927,607,264554,Unemployed,Married,Master,1
34,85681,624,417156,Self-Employed,Divorced,Bachelor,0
51,99465,474,130019,Self-Employed,Single,Bachelor,0
23,109862,813,403496,Salaried,Married,High School,0
63,115527,471,107548,Self-Employed,Married,High School,1
23,133221,801,400380,Self-Employed,Single,High School,0
51,57333,633,388433,Self-Employed,Married,Bachelor,1
18,146457,583,490940,Salaried,Married,Bachelor,0
27,36576,774,249525,Unemployed,Married,Bachelor,1
38,139875,353,396212,Salaried,Married,Bachelor,0
22,59405,757,346768,Salaried,Married,Bachelor,0
19,114000,719,154477,Self-Employed,Married,Bachelor,0
39,93779,708,7821,Self-Employed,Single,Master,0
65,51601,603,322234,Salaried,Married,Bachelor,1
19,87946,521,420732,Self-Employed,Single,High School,1
27,87356,832,408689,Salaried,Single,Bachelor,0
51,72116,457,313598,Salaried,Married,Master,0
33,120825,647,178602,Salaried,Single,Bachelor,0
65,144749,458,109273,Self-Employed,Single,PhD,1
68,137256,534,475930,Salaried,Single,Master,1
56,124186,704,261196,Salaried,Divorced,Bachelor,0
39,82894,556,371616,Self-Employed,Single,Bachelor,1
29,54635,346,228626,Salaried,Married,Master,0
41,27465,512,480849,Self-Employed,Single,High School,1
64,76754,778,215704,Self-Employed,Married,Bachelor,0
57,117975,786,241579,Self-Employed,Divorced,Bachelor,0
55,112850,641,467297,Salaried,Married,PhD,0
27,129765,823,423014,Salaried,Divorced,Bachelor,0
52,105119,802,399079,Self-Employed,Married,Bachelor,0
68,112691,305,21148,Salaried,Married,High School,1
66,58871,443,91545,Salaried,Married,Bachelor,1
49,82874,560,59459,Salaried,Single,Master,0
24,97733,531,219417,Salaried,Married,Bachelor,1
38,49511,569,351368,Unemployed,Divorced,Master,1
37,100960,746,333333,Self-Employed,Married,Bachelor,0
43,68821,521,406345,Salaried,Divorced,Master,1
21,85776,351,96954,Salaried,Married,Bachelor,0
63,138128,415,290262,Unemployed,Married,Master,1
69,90167,837,136515,Salaried,Married,Master,0
39,95135,840,425257,Self-Employed,Divorced,Master,0
32,64462,318,94379,Salaried,Married,Bachelor,0
57,81382,691,288197,Self-Employed,Single,Master,0
38,110194,718,363528,Self-Employed,Married,Bachelor,0
32,123381,608,173276,Salaried,Divorced,PhD,0
39,52574,485,384689,Salaried,Married,Bachelor,1
69,122072,560,178312,Salaried,Single,Master,1
45,61910,827,237415,Unemployed,Single,Bachelor,1
31,93531,572,393819,Salaried,Divorced,Bachelor,1
44,45186,459,360893,Self-Employed,Single,High School,1
58,114781,523,459318,Salaried,Married,Bachelor,0
57,42813,555,144363,Self-Employed,Single,High School,1
45,98812,479,244654,Self-Employed,Single,High School,0
43,105525,319,283429,Salaried,Married,High School,0
66,98282,767,490638,Salaried,Single,Master,0
19,129779,509,328733,Salaried,Married,Bachelor,0
42,38557,812,18944,Self-Employed,Married,Master,0
20,48060,357,106041,Salaried,Married,Master,0
25,78866,392,356020,Salaried,Married,Master,1
61,92104,520,362705,Unemployed,Divorced,Bachelor,1
50,120905,531,59391,Salaried,Married,High School,0
59,104577,663,6607,Self-Employed,Single,Master,0
69,26080,673,265314,Salaried,Single,Master,1
52,33854,755,7953,Salaried,Married,Master,0
23,142013,387,49941,Salaried,Divorced,Master,0
56,87695,319,207541,Self-Employed,Married,Master,0
69,47025,313,475138,Salaried,Single,Bachelor,1
40,72982,432,328827,Self-Employed,Married,Master,1
42,61081,333,206290,Salaried,Married,Master,1
67,24368,507,376732,Salaried,Married,High School,1
60,119621,498,389224,Unemployed,Single,Bachelor,1
36,139181,454,278298,Salaried,Single,Master,0
22,47094,377,392686,Salaried,Single,Bachelor,1
68,66040,471,145119,Salaried,Single,PhD,1
28,86766,588,93529,Self-Employed,Divorced,High School,0
29,103053,844,211946,Self-Employed,Single,Master,0
27,43991,719,19323,Salaried,Married,Master,0
25,21301,306,304837,Salaried,Married,Master,1
41,48610,459,194802,Self-Employed,Married,Bachelor,0
45,101463,539,266092,Unemployed,Divorced,Bachelor,1
58,54678,722,356314,Salaried,Married,Bachelor,1
53,44466,835,424508,Self-Employed,Divorced,Bachelor,0
54,100440,369,50111,Salaried,Single,Master,1
38,60875,515,473669,Salaried,Single,High School,1
25,46081,403,473897,Salaried,Single,Master,1
26,44354,353,231325,Salaried,Single,High School,1
64,113297,629,306635,Salaried,Married,Bachelor,0
32,38300,502,54336,Unemployed,Divorced,Master,1
65,84384,587,21905,Salaried,Single,High School,0
63,115027,344,35273,Salaried,Divorced,Master,1
57,141684,497,130191,Salaried,Married,High School,0
35,80892,515,383080,Self-Employed,Married,Master,1
59,55525,780,162306,Unemployed,Single,Bachelor,0
37,46532,608,214957,Salaried,Single,Bachelor,0
23,26464,734,71538,Salaried,Divorced,High School,0
29,36562,631,109570,Salaried,Single,Master,0
19,127392,326,168645,Salaried,Married,Bachelor,0
24,75514,465,360483,Salaried,Married,High School,1
33,133428,617,267025,Salaried,Divorced,Master,0
20,132564,573,388276,Self-Employed,Married,Bachelor,1
62,128047,682,200392,Salaried,Single,Master,0
20,94219,664,133993,Salaried,Married,Bachelor,0
44,52634,402,278474,Salaried,Single,High School,1
67,20060,802,228112,Self-Employed,Married,High School,0
60,29269,672,216588,Salaried,Single,Bachelor,0
57,83143,544,339697,Salaried,Married,High School,1
55,43065,468,177425,Self-Employed,Single,High School,1
50,22895,717,152083,Salaried,Divorced,Master,0
45,100859,655,88537,Salaried,Married,Bachelor,0
18,32352,777,65985,Salaried,Divorced,Bachelor,0
25,130179,424,22044,Unemployed,Single,Bachelor,1
54,69737,836,436508,Salaried,Married,Bachelor,0
49,124127,701,127304,Unemployed,Married,Bachelor,0
65,116426,816,141322,Salaried,Married,Master,0
60,52016,830,263116,Salaried,Divorced,PhD,0
54,81304,553,290433,Self-Employed,Divorced,Bachelor,1
21,31962,420,38087,Salaried,Single,Bachelor,0
47,53302,331,80952,Salaried,Divorced,High School,1
23,105382,336,226767,Salaried,Married,High School,0
63,24011,641,41368,Self-Employed,Divorced,High School,0
36,149716,312,125648,Salaried,Married,Bachelor,0
49,39782,482,337959,Salaried,Divorced,Master,1
26,87691,564,95693,Salaried,Divorced,High School,1
29,140654,387,459256,Salaried,Single,Master,1
28,142017,761,63900,Salaried,Married,Bachelor,0
63,59725,345,282638,Salaried,Single,PhD,1
33,29196,691,383630,Salaried,Married,Bachelor,0
18,63459,418,181238,Self-Employed,Divorced,Master,1
62,107245,830,227182,Salaried,Married,Master,0
38,149613,746,161405,Salaried,Married,Master,0
47,98863,345,300194,Self-Employed,Married,Bachelor,1
30,143206,807,102799,Unemployed,Single,Bachelor,0
51,139391,825,136016,Self-Employed,Single,Bachelor,0
21,121010,302,234147,Salaried,Married,Bachelor,0
45,52769,327,477782,Self-Employed,Single,Bachelor,1
55,127529,680,93257,Unemployed,Single,Bachelor,0
48,145361,456,53070,Salaried,Married,Bachelor,0
44,44700,810,272310,Salaried,Single,Bachelor,0
22,135792,632,405337,Salaried,Single,High School,0
42,100356,413,150749,Self-Employed,Single,Bachelor,1
20,96427,688,192633,Salaried,Divorced,Bachelor,0
50,120165,786,494993,Salaried,Single,Bachelor,0
21,25269,549,480125,Salaried,Divorced,Master,1
42,141631,614,354553,Self-Employed,Single,Bachelor,0
37,63880,538,42664,Salaried,Divorced,PhD,0
51,134003,533,397070,Self-Employed,Married,High School,1
43,28320,602,268437,Self-Employed,Divorced,Master,1
22,69589,633,420659,Salaried,Divorced,Bachelor,1
52,139534,412,316356,Salaried,Married,PhD,1
45,96276,661,482347,Salaried,Divorced,Bachelor,1
46,55897,396,80276,Unemployed,Married,Master,1
26,78565,315,279703,Self-Employed,Married,High School,1
69,50930,675,70231,Unemployed,Married,Master,1
55,77233,689,113277,Salaried,Divorced,Bachelor,0
67,102821,516,175116,Salaried,Divorced,Master,1
23,34380,698,288891,Salaried,Single,Master,0
36,96896,559,242528,Salaried,Married,PhD,0
61,90934,619,471725,Self-Employed,Divorced,Master,1
28,75830,495,479085,Salaried,Married,Bachelor,1
19,25529,777,428345,Salaried,Divorced,High School,0
64,141292,717,267181,Salaried,Single,Master,0
61,114598,774,371438,Salaried,Married,High School,0
61,122222,843,102847,Salaried,Married,Master,0
26,102987,530,108742,Salaried,Single,Bachelor,0
38,69178,820,258437,Self-Employed,Married,Bachelor,0
41,26937,499,53503,Salaried,Married,Bachelor,0
51,141952,320,295351,Self-Employed,Single,Bachelor,0
39,59886,610,300385,Salaried,Single,Master,1
20,69699,733,398274,Self-Employed,Single,Bachelor,1
29,96396,670,466388,Salaried,Married,High School,0
45,110678,377,363315,Unemployed,Married,PhD,1
47,45279,841,150906,Self-Employed,Single,Bachelor,0
43,58106,584,479329,Salaried,Married,Master,0
65,130776,439,264966,Salaried,Single,Bachelor,1
38,121444,581,384446,Salaried,Divorced,Master,0
45,126300,557,163262,Self-Employed,Single,High School,1
43,133793,659,77832,Salaried,Divorced,Bachelor,0
50,136278,739,288527,Salaried,Married,Bachelor,0
38,99737,569,247046,Salaried,Divorced,Bachelor,0
52,60544,433,391435,Self-Employed,Single,PhD,1
69,123247,403,422876,Self-Employed,Single,High School,1
51,131190,394,244101,Salaried,Divorced,Master,0
58,28997,779,269818,Salaried,Single,Bachelor,0
68,126102,540,381244,Self-Employed,Married,Bachelor,1
64,105711,312,376513,Self-Employed,Married,Bachelor,1
35,136045,446,27820,Salaried,Married,Bachelor,0
28,60860,394,221112,Salaried,Divorced,Bachelor,1
40,23225,592,423882,Self-Employed,Divorced,Bachelor,1
65,130114,324,48794,Salaried,Married,Master,0
39,79470,571,400292,Salaried,Married,High School,1
34,133218,804,463070,Self-Employed,Divorced,Bachelor,0
22,148854,465,133544,Salaried,Divorced,Bachelor,1
61,120764,386,450558,Self-Employed,Single,Master,1
28,127041,790,42555,Salaried,Married,High School,0
47,132224,440,191280,Unemployed,Single,PhD,1
32,83656,402,299550,Salaried,Divorced,High School,1
44,71880,525,459788,Self-Employed,Single,Bachelor,1
52,81078,593,45262,Salaried,Married,High School,0
50,108646,605,358464,Salaried,Married,Bachelor,0
37,96290,553,222733,Salaried,Divorced,Master,1
33,76633,479,421432,Self-Employed,Divorced,Bachelor,1
51,46655,339,466333,Salaried,Single,High School,1
19,141118,819,217208,Salaried,Married,High School,0
52,63601,845,297428,Salaried,Divorced,Bachelor,0
57,23114,535,156243,Salaried,Married,PhD,1
45,46502,762,357771,Self-Employed,Married,Master,1
64,69768,527,412549,Unemployed,Married,Bachelor,1
56,68128,782,428751,Salaried,Married,Bachelor,0
23,40028,729,94023,Salaried,Married,Master,0
26,75565,321,212012,Unemployed,Single,Bachelor,1
37,103123,642,169772,Self-Employed,Married,Master,0
18,128255,339,481799,Self-Employed,Divorced,Bachelor,1
25,55333,472,46516,Salaried,Single,Bachelor,0
40,23174,738,282721,Salaried,Married,Master,0
20,137769,478,488050,Salaried,Single,Bachelor,1
21,55398,432,260623,Salaried,Single,Master,1
42,55929,650,20015,Self-Employed,Divorced,High School,0
64,24321,824,96104,Salaried,Married,Master,0
55,143549,839,381556,Salaried,Single,Bachelor,0
32,115971,805,358884,Unemployed,Married,Bachelor,1
38,131508,383,233356,Salaried,Married,Master,0
